piso,piso,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud,Id Comentarios
5099,Zona Sur,3,5,655,300,3,5,5,Casa,bosques del limonar,-7.653.465,340.004,22
5100,Zona Oriente,NA,3,370,520,2,6,7,Casa,autopista sur,-7.653.466,34.223,18
5101,Zona Sur,NA,6,450,72,NA,4,5,Casa,san joaquín,-7.653.467,336.503,8
5102,Zona Sur,2,5,620,500,4,6,6,Casa,el ingenio,-7.653.467,338.409,9
5103,Zona Sur,NA,4,450,199,1,4,5,Casa,bosques del limonar,-7.653.467,340.232,15
5104,Zona Sur,4,4,350,99.5,2,2,4,Apartamento,la hacienda,-7.653.467,339.621,8
5105,Zona Centro,1,3,160,134,NA,3,5,Apartamento,san juan bosco,-765.347,344.399,2
5106,Zona Sur,4,5,260,77,1,2,2,Apartamento,el ingenio,-765.347,338.271,25
5107,Zona Centro,2,4,400,460,NA,5,7,Casa,alameda,-7.653.471,343.627,22
5108,Zona Norte,7,5,580,174,2,4,3,Apartamento,santa monica,-7.653.471,346.337,30
5109,Zona Sur,8,5,360,100,2,3,3,Apartamento,quintas de don,-7.653.471,338.833,6
5110,Zona Norte,NA,6,750,180,3,5,4,Apartamento,juanamb√∫,-7.653.471,341.795,4
5111,Zona Sur,3,4,152,62,NA,1,3,Apartamento,primero de mayo,-7.653.476,340.751,18
5112,Zona Sur,NA,4,135,48,1,2,2,Apartamento,sector aguacatal,-7.653.478,345.138,7
5113,Zona Sur,5,5,290,112,2,3,3,Apartamento,el ingenio,-7.653.478,338.391,12
5114,Zona Centro,1,3,180,156,NA,2,6,Casa,san juan bosco,-7.653.479,344.318,32
5115,Zona Norte,4,6,790,200,3,4,3,Apartamento,santa monica,-765.348,346.377,30
5116,Zona Oeste,4,4,270,115,1,3,3,Apartamento,bella suiza,-765.348,340.474,20
5117,Zona Centro,2,3,380,290,NA,4,8,Casa,alameda,-7.653.481,343.712,13
5118,Zona Sur,12,5,450,148,2,3,4,Apartamento,quintas de don,-7.653.481,338.729,34
5119,Zona Sur,1,5,231,163,2,5,5,Apartamento,el ingenio,-7.653.481,338.729,9
5120,Zona Sur,3,4,500,180,3,3,4,Casa,champagnat,-7.653.483,342.998,33
5121,Zona Sur,3,4,222,145,1,4,4,Apartamento,el ingenio,-7.653.483,338.259,28
5122,Zona Sur,4,6,300,120,1,3,4,Apartamento,ciudad jardín,-7.653.484,336.907,27
5123,Zona Norte,2,6,660,194,2,3,3,Apartamento,santa monica,-7.653.488,346.322,19
5124,Zona Sur,5,5,287,102,2,2,3,Apartamento,la hacienda,-7.653.488,34.578,26
5125,Zona Norte,NA,6,900,200,NA,3,4,Casa,Cali,-7.653.489,338.104,9
5126,Zona Sur,5,4,200,68,1,2,3,Apartamento,santa anita,-7.653.489,340.045,30
5127,Zona Sur,3,4,156,72.5,NA,2,3,Apartamento,primero de mayo,-765.349,340.663,25
5128,Zona Sur,2,5,565,220,2,5,5,Casa,quintas de don,-7.653.493,338.976,31
5129,Zona Sur,2,4,450,445,2,4,7,Casa,champagnat,-7.653.494,343.145,1
5130,Zona Sur,NA,6,1300,550,2,6,4,Casa,pance,-7.653.497,3338,27
5131,Zona Sur,3,5,315,109,2,4,4,Apartamento,quintas de don,-7.653.497,338.936,20
5132,Zona Sur,2,5,700,280,2,5,5,Casa,ciudadela pasoancho,-7.653.499,338.547,31
5133,Zona Sur,NA,4,165,86,1,2,3,Apartamento,santa anita,-7.653.499,340.909,24
5134,Zona Sur,4,5,250,108,1,3,3,Apartamento,el limonar,-7.653.499,340.254,8
5179,Zona Sur,1,4,315,228,NA,3,3,Casa,el castillo,-7.653.501,341.788,11
5180,Zona Sur,1,5,275,173,NA,3,3,Casa,el castillo,-7.653.501,341.788,21
5181,Zona Sur,1,5,320,201,NA,4,4,Casa,el castillo,-7.653.501,341.788,12
5182,Zona Sur,1,5,320,201,NA,4,4,Casa,el castillo,-7.653.501,341.788,29
5183,Zona Sur,NA,5,380,198,2,4,4,Apartamento,el ingenio,-7.653.503,33.825,17
5184,Zona Sur,NA,5,469,157,2,5,5,Casa,san joaquín,-7.653.504,336.444,12
5185,Zona Sur,2,5,600,300,5,5,4,Casa,san joaquín,-7.653.504,336.444,22
5186,Zona Sur,3,5,500,168,2,5,4,Casa,san joaquín,-7.653.504,336.444,14
5187,Zona Sur,3,5,460,156,2,4,4,Casa,el ingenio,-7.653.504,336.444,13
5188,Zona Sur,2,6,850,323,3,4,4,Casa,ciudad jardín,-7.653.504,336.444,19
5189,Zona Norte,2,5,395,150,2,3,4,Casa,el bosque,-7.653.504,348.958,8
5190,Zona Sur,10,6,1600,345,3,6,3,Apartamento,ciudad jardín,-7.653.504,336.444,11
5191,Zona Sur,4,6,750,176,2,4,3,Apartamento,ciudad jardín,-7.653.504,336.444,8
5192,Zona Sur,NA,6,1000,380,4,6,4,Casa,pance,-7.653.505,334.412,19
5193,Zona Sur,3,5,337,153,2,3,3,Apartamento,el ingenio,-7.653.507,338.048,9
5194,Zona Sur,2,5,850,450,5,5,4,Casa,el ingenio,-7.653.508,338.274,3
5195,Zona Centro,1,3,190,153,1,2,5,Casa,san juan bosco,-7.653.509,344.311,16
5196,Zona Sur,NA,5,400,142,2,3,3,Casa,el ingenio,-765.351,338.165,8
5197,Zona Sur,2,6,680,800,6,5,4,Casa,ciudad jardín,-765.351,33.535,23
5198,Zona Sur,3,5,340,90,2,2,3,Apartamento,el ingenio,-765.351,34.382,24
5199,Zona Sur,3,5,295,87,1,2,3,Apartamento,quintas de don,-7.653.512,338.802,21
5200,Zona Norte,2,5,480,300,1,4,5,Casa,el bosque,-7.653.513,346.106,24
5201,Zona Norte,NA,6,595,166,2,4,3,Apartamento,santa monica,-7.653.513,346.106,8
5202,Zona Sur,2,6,960,280,4,5,3,Casa,parcelaciones pance,-7.653.514,333.453,18
5203,Zona Sur,NA,6,1200,403,3,6,6,Casa,ciudad jardín,-7.653.514,335.886,19
5204,Zona Sur,1,4,355,142,1,3,4,Casa,champagnat,-7.653.514,342.998,7
5205,Zona Sur,1,4,350,192,NA,2,6,Casa,champagnat,-7.653.514,342.998,6
5206,Zona Sur,2,3,485,333,2,3,4,Casa,champagnat,-7.653.514,342.998,20
5207,Zona Sur,2,4,480,342,NA,5,8,Casa,champagnat,-7.653.514,343.083,19
5208,Zona Sur,1,4,330,220,1,2,5,Casa,champagnat,-7.653.514,342.998,34
5209,Zona Sur,1,5,340,106,1,2,3,Apartamento,quintas de don,-7.653.514,338.804,13
5210,Zona Oeste,2,6,480,115,2,3,3,Apartamento,juanamb√∫,-7.653.514,346.262,18
5211,Zona Sur,8,6,1350,439,4,6,4,Apartamento,ciudad jardín,-7.653.515,336.867,7
5212,Zona Sur,2,4,170,120,NA,2,3,Apartamento,departamental,-7.653.516,341.403,9
5213,Zona Sur,3,5,650,400,7,5,5,Casa,el limonar,-7.653.518,340.078,15
5214,Zona Sur,NA,6,970,258,4,5,4,Casa,pance,-7.653.519,33.357,2
5215,Zona Oeste,NA,6,585,118,2,3,3,Apartamento,normandía,-765.352,345.107,30
5216,Zona Sur,6,5,340,155,1,4,4,Apartamento,el ingenio,-765.352,338.065,10
5217,Zona Sur,3,5,1200,380,5,4,5,Casa,ciudadela pasoancho,-7.653.522,338.544,4
5218,Zona Sur,3,6,480,133,2,3,5,Casa,ciudad jardín,-7.653.522,33.622,15
5219,Zona Sur,2,6,600,450,2,4,6,Casa,ciudad jardín,-7.653.522,33.658,11
5220,Zona Sur,2,3,230,120,2,3,3,Casa,el castillo,-7.653.522,34.137,17
5221,Zona Sur,1,5,275,173,NA,3,3,Casa,el castillo,-7.653.522,34.137,2
5222,Zona Sur,3,5,315,90,1,2,3,Apartamento,la hacienda,-7.653.522,339.797,29
5223,Zona Sur,1,4,148,54,NA,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,3
5224,Zona Sur,3,4,160,60,NA,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,12
5225,Zona Sur,NA,4,205,71,NA,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,27
5226,Zona Sur,1,4,200,72,1,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,24
5227,Zona Sur,2,4,145,62,1,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,14
5228,Zona Sur,5,4,118,58,1,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,8
5229,Zona Sur,9,4,160,67,1,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,30
5230,Zona Sur,9,4,210,69,1,2,3,Apartamento,ciudad bochalema,-7.653.522,341.378,9
5231,Zona Sur,NA,4,180,75,1,2,3,Apartamento,ciudad bochalema,-7.653.522,34.137,34
5232,Zona Sur,3,4,148,63,NA,2,2,Apartamento,ciudad bochalema,-7.653.522,34.137,34
5233,Zona Norte,NA,5,320,120,1,4,4,Apartamento,centenario,-7.653.524,345.186,30
5234,Zona Sur,3,5,330,105,2,2,3,Apartamento,quintas de don,-7.653.526,339.327,8
5235,Zona Sur,1,5,290,105,1,3,4,Apartamento,quintas de don,-7.653.526,339.327,31
5236,Zona Sur,3,5,360,108,2,4,3,Apartamento,quintas de don,-7.653.526,339.327,25
5237,Zona Sur,4,5,255,95,1,3,3,Apartamento,quintas de don,-7.653.526,339.327,3
5238,Zona Sur,5,5,440,98,2,3,3,Apartamento,quintas de don,-7.653.526,339.327,11
5239,Zona Sur,4,5,325,93,1,2,3,Apartamento,quintas de don,-7.653.526,339.153,1
5240,Zona Sur,NA,6,850,187,3,4,3,Apartamento,pance,-765.353,334.782,20
5241,Zona Sur,6,6,767,154,2,4,3,Apartamento,ciudad jardín,-765.353,335.959,28
5242,Zona Sur,6,5,704,141,2,3,2,Apartamento,ciudad jardín,-765.353,335.959,34
5243,Zona Norte,3,6,740,161,2,3,3,Apartamento,santa monica,-7.653.531,346.315,2
5244,Zona Sur,2,5,180,68,1,2,3,Apartamento,quintas de don,-7.653.531,338.911,15
5245,Zona Sur,6,5,310,150,1,4,4,Apartamento,el ingenio,-7.653.531,338.088,22
5246,Zona Sur,NA,6,697,139,2,2,2,Apartamento,ciudad jardín,-7.653.531,33.597,2
5247,Zona Norte,2,5,1100,500,4,5,5,Casa,granada,-7.653.533,345.777,4
5248,Zona Sur,8,6,1150,344,4,5,5,Apartamento,ciudad jardín,-7.653.533,336.971,5
5249,Zona Sur,2,4,620,355,3,4,8,Casa,departamental,-7.653.535,341.599,19
5250,Zona Sur,3,4,420,300,1,4,7,Casa,departamental,-7.653.535,341.599,31
5251,Zona Sur,NA,4,135,80,NA,2,2,Apartamento,departamental,-7.653.535,341.164,15
5252,Zona Sur,5,4,125,72,1,1,3,Apartamento,departamental,-7.653.535,341.599,25
5253,Zona Sur,5,3,131,64,NA,2,3,Apartamento,departamental,-7.653.535,341.599,28
5254,Zona Sur,5,3,125,72,NA,1,3,Apartamento,departamental,-7.653.535,341.599,28
5255,Zona Sur,10,5,360,110,1,3,3,Apartamento,quintas de don,-7.653.536,338.813,31
5256,Zona Norte,1,5,260,87,1,3,4,Apartamento,la flora,-7.653.536,345.518,32
5257,Zona Sur,3,4,165,122,NA,2,3,Apartamento,departamental,-7.653.536,34.184,2
5258,Zona Norte,NA,4,370,192,2,3,4,Casa,la merced,-7.653.537,344.992,7
5259,Zona Sur,6,5,300,155,1,5,4,Apartamento,el ingenio,-7.653.537,338.087,8
5260,Zona Sur,NA,5,300,155,1,4,4,Apartamento,el ingenio,-7.653.537,338.089,27
5261,Zona Sur,6,5,357,104,2,3,2,Apartamento,el ingenio,-7.653.539,338.161,27
5262,Zona Sur,3,5,540,240,2,5,5,Casa,quintas de don,-7.653.539,339.043,18
5263,Zona Norte,NA,6,1500,470,3,6,5,Casa,santa monica,-765.354,34.621,31
5264,Zona Sur,2,3,170,120,NA,2,3,Casa,departamental,-765.354,341.464,31
5265,Zona Sur,2,6,745,317,2,4,4,Casa,ciudad jardín,-765.354,336.315,24
5266,Zona Sur,NA,6,640,200,2,4,3,Apartamento,pance,-765.354,334.404,1
5267,Zona Sur,10,6,605,116,2,4,2,Apartamento,ciudad jardín,-765.354,335.826,14
5268,Zona Sur,1,5,450,220,2,3,3,Casa,quintas de don,-7.653.544,338.953,4
5269,Zona Sur,6,6,325,100,1,2,3,Apartamento,ciudad jardín,-7.653.544,336.619,6
5270,Zona Sur,2,6,970,480,4,6,5,Casa,parcelaciones pance,-7.653.548,334.404,4
5271,Zona Sur,NA,5,670,280,2,5,5,Casa,el ingenio,-765.355,338.569,23
5272,Zona Sur,1,6,1000,800,3,4,6,Casa,ciudadela pasoancho,-765.355,338.569,14
5273,Zona Sur,12,6,660,224.41,2,5,4,Apartamento,quintas de don,-7.653.551,338.812,12
5274,Zona Sur,4,5,232,67,1,2,2,Apartamento,ciudad bochalema,-7.653.551,336.362,23
5275,Zona Sur,9,5,230,66,1,2,3,Apartamento,ciudad bochalema,-7.653.551,336.362,12
5276,Zona Sur,NA,6,550,210,2,5,4,Casa,el ingenio,-7.653.551,338.291,14
5277,Zona Sur,5,5,195,79,1,2,3,Apartamento,quintas de don,-7.653.552,338.881,23
5278,Zona Sur,6,4,290,70,1,2,3,Apartamento,quintas de don,-7.653.552,338.928,23
5279,Zona Sur,2,5,360,98,2,3,3,Apartamento,el ingenio,-7.653.552,338.045,24
5280,Zona Sur,2,5,340,175,2,4,4,Casa,quintas de don,-7.653.553,338.935,13
5281,Zona Sur,NA,5,340,105,2,2,3,Apartamento,quintas de don,-7.653.553,338.935,27
5282,Zona Sur,3,5,285,87,1,2,3,Apartamento,quintas de don,-7.653.554,33.937,6
5283,Zona Sur,4,5,420,90,2,3,2,Apartamento,ciudad jardín,-7.653.554,336.719,11
5284,Zona Oeste,1,4,180,63.7,1,2,2,Apartamento,bella suiza,-7.653.555,341.234,7
5285,Zona Sur,4,5,250,98,1,3,3,Apartamento,quintas de don,-7.653.556,338.797,9
5286,Zona Sur,2,6,950,300,4,5,5,Casa,ciudad jardín,-7.653.557,336.297,31
5287,Zona Sur,NA,4,350,192,2,3,4,Casa,ciudad 2000,-7.653.557,333.855,28
5288,Zona Sur,NA,4,298,88,1,2,3,Apartamento,quintas de don,-7.653.557,338.945,19
5289,Zona Sur,5,6,305,92,1,2,3,Apartamento,ciudad jardín,-7.653.558,336.545,16
5290,Zona Sur,2,5,460,188,1,3,4,Casa,quintas de don,-7.653.558,338.981,22
5291,Zona Sur,3,6,1700,420,3,7,6,Casa,pance,-7.653.561,33.463,19
5292,Zona Sur,2,5,480,250,2,4,4,Casa,quintas de don,-7.653.561,338.842,15
5293,Zona Sur,2,5,480,250,2,4,4,Casa,quintas de don,-7.653.561,338.842,34
5294,Zona Sur,2,6,850,356,4,3,5,Casa,ciudad jardín,-7.653.561,336.589,5
5295,Zona Sur,2,6,900,347,2,4,4,Casa,pance,-7.653.562,333.873,23
5296,Zona Oriente,5,5,105,60,1,1,3,Apartamento,las ceibas,-7.653.562,344.798,10
5297,Zona Sur,3,6,350,90,2,2,3,Apartamento,el ingenio,-7.653.562,338.387,8
5298,Zona Centro,1,3,650,240,2,4,4,Casa,alameda,-7.653.564,343.521,24
5299,Zona Sur,NA,6,570,179,2,4,3,Casa,pance,-7.653.565,333.915,8
5300,Zona Sur,3,6,570,130,2,4,4,Apartamento,ciudad jardín,-7.653.565,335.171,33
5301,Zona Sur,NA,6,1500,445,2,7,6,Casa,ciudad jardín,-7.653.567,336.095,27
5302,Zona Sur,NA,6,707,143,2,5,4,Casa,pance,-7.653.568,336.441,26
5303,Zona Norte,2,3,180,78,1,2,3,Apartamento,prados del norte,-7.653.568,345.384,17
5304,Zona Norte,NA,4,160,80,1,2,4,Apartamento,pacara,-7.653.568,345.386,26
5305,Zona Sur,10,5,290,90,1,3,3,Apartamento,valle del lili,-7.653.569,336.911,34
5306,Zona Sur,12,5,650,275,2,5,5,Apartamento,ciudadela pasoancho,-7.653.569,338.597,15
5307,Zona Sur,2,6,1100,380,4,6,4,Casa,parcelaciones pance,-765.357,333.847,1
5308,Zona Sur,2,4,165,95,NA,2,3,Apartamento,departamental,-7.653.573,341.827,14
5309,Zona Sur,2,4,490,265,4,5,4,Casa,champagnat,-7.653.574,3.43,11
5310,Zona Sur,NA,6,690,380,2,7,6,Casa,ciudad jardín,-7.653.574,335.132,18
5311,Zona Sur,NA,6,880,256,4,4,4,Casa,ciudad jardín,-7.653.574,335.354,9
5312,Zona Sur,2,6,480,95,2,2,3,Apartamento,pance,-7.653.574,334.438,27
5313,Zona Sur,2,6,480,95,2,2,3,Apartamento,ciudad jardín,-7.653.574,334.472,32
5314,Zona Sur,NA,4,370,240,1,2,4,Casa,colseguros,-7.653.577,340.201,18
5315,Zona Sur,NA,6,1300,400,NA,4,4,Casa,pance,-765.358,335.863,28
5316,Zona Oriente,1,3,198,112,1,2,4,Casa,benjamín herrera,-765.358,345.212,9
5317,Zona Centro,NA,3,350,260,NA,2,2,Casa,alameda,-7.653.581,343.774,17
5318,Zona Sur,3,5,410,148,2,4,3,Apartamento,el ingenio,-7.653.581,338.056,18
5319,Zona Norte,NA,4,420,198,NA,4,4,Apartamento,acopi,-7.653.581,338.301,13
5320,Zona Sur,2,5,445,280,2,3,3,Casa,quintas de don,-7.653.582,339.331,25
5321,Zona Sur,5,5,395,160,2,3,4,Apartamento,quintas de don,-7.653.582,339.331,12
5322,Zona Sur,NA,6,750,610,3,6,6,Casa,ciudad jardín,-7.653.584,336.425,10
5323,Zona Norte,NA,5,600,300,NA,2,5,Casa,Cali,-7.653.586,341.989,11
5324,Zona Norte,1,6,500,239,1,3,5,Casa,granada,-7.653.586,345.899,9
5325,Zona Sur,2,5,550,176,NA,5,5,Casa,el limonar,-7.653.593,344.055,17
5326,Zona Norte,NA,6,900,330,NA,2,3,Casa,centenario,-7.653.593,345.391,1
5327,Zona Norte,7,4,315,125,1,3,4,Apartamento,centenario,-7.653.593,345.391,34
5328,Zona Sur,2,6,880,1000,6,5,4,Casa,pance,-7.653.594,33.397,29
5329,Zona Sur,3,5,425,148,2,3,3,Apartamento,quintas de don,-7.653.595,339.091,10
5330,Zona Sur,12,5,450,148,2,3,3,Apartamento,quintas de don,-7.653.595,339.091,10
5331,Zona Oeste,6,6,850,190,3,4,3,Apartamento,la arboleda,-7.653.595,345.156,34
5332,Zona Sur,4,4,230,108,2,3,3,Apartamento,el limonar,-7.653.597,3401,8
5333,Zona Sur,4,4,230,108,2,2,3,Apartamento,bosques del limonar,-7.653.597,3401,28
5334,Zona Sur,3,5,350,97,2,4,4,Apartamento,el ingenio,-7.653.598,338.124,3
5371,Zona Norte,NA,5,440,92,NA,3,3,Apartamento,Cali,-7.653.601,338.853,12
5372,Zona Sur,1,5,315,91,1,2,3,Apartamento,quintas de don,-7.653.601,339.255,34
5373,Zona Sur,4,5,240,80,1,2,3,Apartamento,el ingenio,-7.653.602,338.255,22
5374,Zona Sur,5,4,230,108,1,2,3,Apartamento,bosques del limonar,-7.653.604,340.184,1
5375,Zona Centro,1,4,340,216,NA,2,3,Casa,san juan bosco,-7.653.605,344.532,28
5376,Zona Norte,NA,6,670,133,NA,3,3,Apartamento,Cali,-7.653.605,33.341,1
5377,Zona Sur,2,5,470,210,3,4,4,Casa,el ingenio,-7.653.606,338.098,10
5378,Zona Sur,5,4,190,85,1,2,3,Apartamento,el ingenio,-7.653.606,338.098,12
5379,Zona Sur,NA,6,950,700,2,4,3,Casa,pance,-7.653.609,333.821,15
5380,Zona Sur,NA,5,720,220,2,4,5,Casa,ciudadela pasoancho,-7.653.609,338.606,17
5381,Zona Sur,3,6,1200,800,4,7,6,Casa,ciudadela pasoancho,-7.653.611,338.568,8
5382,Zona Sur,1,5,420,200,2,4,3,Apartamento,el limonar,-7.653.611,345.774,7
5383,Zona Sur,NA,4,235,78,1,3,3,Apartamento,santa anita,-7.653.612,340.867,25
5384,Zona Sur,4,5,340,95,1,3,3,Apartamento,quintas de don,-7.653.613,338.427,2
5385,Zona Sur,3,6,1250,380,4,4,4,Casa,pance,-7.653.614,334.698,5
5386,Zona Sur,2,5,850,460,4,9,9,Casa,el ingenio,-7.653.614,338.267,24
5387,Zona Sur,NA,3,430,107,NA,2,3,Apartamento,ciudad jardín,-7.653.614,336.619,3
5388,Zona Sur,3,6,1250,660,5,8,7,Casa,ciudadela pasoancho,-7.653.615,33.856,3
5389,Zona Sur,5,5,215,88,1,2,3,Apartamento,quintas de don,-7.653.616,339.179,29
5390,Zona Sur,4,5,255,94,1,3,4,Apartamento,quintas de don,-7.653.617,338.816,18
5391,Zona Norte,3,5,150,63,1,2,2,Apartamento,centenario,-7.653.617,3453,9
5392,Zona Norte,12,4,650,270,NA,4,0,Apartamento,Cali,-7.653.618,338.564,20
5393,Zona Sur,NA,6,880,348,4,4,4,Casa,parcelaciones pance,-7.653.621,334.642,20
5394,Zona Sur,1,6,1360,310,2,6,4,Casa,parcelaciones pance,-7.653.621,334.642,20
5395,Zona Sur,2,6,990,421,4,5,4,Casa,parcelaciones pance,-7.653.621,334.642,4
5396,Zona Sur,NA,6,1600,1600,3,6,6,Casa,parcelaciones pance,-7.653.621,334.642,19
5397,Zona Sur,1,6,1100,380,4,6,4,Casa,parcelaciones pance,-7.653.621,334.642,13
5398,Zona Sur,1,6,880,250,4,6,4,Casa,parcelaciones pance,-7.653.621,334.642,28
5399,Zona Sur,1,6,1300,480,3,5,5,Casa,parcelaciones pance,-7.653.621,334.642,26
5400,Zona Sur,NA,6,960,420,8,6,6,Casa,parcelaciones pance,-7.653.621,334.642,18
5401,Zona Sur,1,6,1200,550,4,4,5,Casa,pance,-7.653.621,333.821,8
5402,Zona Sur,4,6,540,136,2,4,3,Apartamento,parcelaciones pance,-7.653.621,334.642,15
5403,Zona Sur,4,6,455,118,2,3,3,Apartamento,parcelaciones pance,-7.653.621,334.642,30
5404,Zona Sur,3,6,980,250,4,7,4,Apartamento,parcelaciones pance,-7.653.621,334.642,26
5405,Zona Sur,2,6,495,137,1,3,3,Apartamento,parcelaciones pance,-7.653.621,334.642,15
5406,Zona Sur,2,5,700,190,3,5,5,Casa,ciudadela pasoancho,-7.653.622,338.473,20
5407,Zona Sur,3,6,1500,500,3,6,3,Casa,ciudad jardín,-7.653.624,336.591,14
5408,Zona Sur,2,6,1330,297,4,5,4,Casa,parcelaciones pance,-7.653.625,33.469,30
5409,Zona Sur,1,6,320,150,2,4,3,Casa,el ingenio,-7.653.625,338.328,27
5410,Zona Sur,7,5,335,108,1,3,4,Apartamento,bosques del limonar,-7.653.626,339.563,14
5411,Zona Sur,NA,6,1200,520,3,6,4,Casa,ciudad jardín,-7.653.634,33.604,12
5412,Zona Norte,NA,4,280,180,NA,3,3,Casa,acopi,-7.653.635,338.595,7
5413,Zona Norte,5,3,100,55,NA,1,3,Apartamento,torres de comfandi,-7.653.635,340.452,24
5414,Zona Sur,4,5,380,104,2,2,3,Apartamento,el ingenio,-7.653.635,338.425,34
5415,Zona Sur,4,6,595,133,2,5,3,Apartamento,pance,-7.653.636,333.448,4
5416,Zona Oeste,8,5,895,240,4,5,3,Apartamento,zona oeste,-7.653.637,345.575,25
5417,Zona Norte,NA,4,150,75,1,2,2,Apartamento,centenario,-7.653.637,345.348,29
5418,Zona Norte,NA,5,285,95,NA,2,3,Apartamento,acopi,-7.653.637,340.865,14
5419,Zona Sur,1,6,1398,619,5,7,5,Casa,pance,-7.653.638,336.905,8
5420,Zona Sur,3,6,610,197,2,2,3,Casa,pance,-7.653.638,336.905,31
5421,Zona Sur,3,6,1250,242,2,3,4,Casa,ciudad jardín,-7.653.638,336.905,8
5422,Zona Sur,3,6,1550,375,2,3,3,Casa,ciudad jardín,-7.653.638,336.905,25
5423,Zona Sur,2,6,695,227,3,3,3,Apartamento,ciudad jardín,-7.653.638,336.905,12
5424,Zona Norte,3,4,320,108,2,3,3,Apartamento,acopi,-7.653.638,34.077,32
5425,Zona Sur,11,4,280,110,2,3,3,Apartamento,guadalupe,-7.653.642,340.772,4
5426,Zona Sur,2,6,1250,600,5,6,6,Casa,ciudadela pasoancho,-7.653.643,338.876,19
5427,Zona Sur,2,4,630,430,3,4,8,Casa,departamental,-7.653.644,341.031,12
5428,Zona Sur,NA,4,630,355,3,4,8,Casa,departamental,-7.653.653,341.023,17
5429,Zona Centro,1,3,250,170,2,2,5,Casa,junin,-7.653.658,343.676,15
5430,Zona Sur,1,6,1700,420,3,6,4,Casa,pance,-765.366,334.635,33
5431,Zona Sur,2,5,930,330,3,5,5,Casa,ciudad jardín,-765.366,342.055,25
5432,Zona Sur,NA,6,580,100,4,3,3,Apartamento,pance,-765.366,335.852,23
5433,Zona Sur,2,4,225,110,1,3,3,Apartamento,los cambulos,-765.366,341.867,23
5434,Zona Sur,NA,5,280,75,1,2,3,Apartamento,el ingenio,-7.653.661,334.642,11
5435,Zona Sur,NA,6,603,133.3,2,5,3,Apartamento,pance,-7.653.661,333.498,13
5436,Zona Sur,NA,4,638,310,3,4,8,Casa,departamental,-7.653.662,341.018,7
5437,Zona Sur,1,6,1400,500,2,4,4,Casa,ciudad jardín,-7.653.663,335.439,34
5438,Zona Sur,4,5,240,92,1,3,4,Apartamento,el ingenio,-7.653.663,338.186,34
5439,Zona Sur,3,6,350,90,2,3,3,Apartamento,el ingenio,-7.653.667,338.325,1
5440,Zona Sur,2,6,820,255,2,4,3,Casa,parcelaciones pance,-7.653.667,33.344,28
5441,Zona Oeste,6,5,420,80,2,3,2,Apartamento,el peñon,-7.653.668,34.478,33
5442,Zona Sur,4,6,398,126,2,3,3,Apartamento,ciudad jardín,-7.653.671,336.852,11
5443,Zona Oeste,NA,5,450,136,NA,3,3,Apartamento,occidente,-7.653.671,345.545,7
5444,Zona Norte,3,6,850,736,4,8,9,Casa,juanamb√∫,-7.653.673,345.665,10
5445,Zona Sur,NA,5,360,101,NA,3,3,Apartamento,quintas de don,-7.653.675,339.187,26
5446,Zona Sur,2,5,690,392,2,4,4,Casa,ciudadela pasoancho,-7.653.677,338.553,26
5447,Zona Sur,2,5,480,240,5,8,10,Casa,panamericano,-7.653.677,341.167,20
5448,Zona Oeste,5,3,340,55,1,4,4,Casa,los libertadores,-7.653.677,34.424,4
5449,Zona Sur,7,5,225,70.34,1,2,2,Apartamento,ciudad bochalema,-7.653.678,335.952,13
5450,Zona Sur,8,5,225,73,1,2,3,Apartamento,ciudad bochalema,-7.653.678,335.952,11
5451,Zona Sur,NA,6,750,192,4,3,3,Apartamento,pance,-7.653.679,333.843,15
5452,Zona Sur,1,4,760,418,4,6,6,Casa,zona sur,-765.368,340.993,2
5453,Zona Sur,2,5,599,403,2,7,7,Casa,guadalupe,-7.653.681,34.056,17
5454,Zona Sur,2,6,410,118,2,3,3,Apartamento,pance,-7.653.681,335.702,27
5455,Zona Sur,NA,4,185,89,1,3,4,Apartamento,santa anita,-7.653.683,340.664,13
5456,Zona Sur,4,5,255,80,1,3,4,Apartamento,el ingenio,-7.653.685,338.175,31
5457,Zona Sur,5,5,370,108,2,3,3,Apartamento,la hacienda,-7.653.686,33.947,29
5458,Zona Sur,NA,6,1300,305,2,3,4,Casa,pance,-7.653.687,334.275,31
5459,Zona Sur,5,6,225,85,NA,3,3,Apartamento,el ingenio,-7.653.688,338.121,14
5460,Zona Sur,8,6,1150,346,2,6,5,Apartamento,ciudad jardín,-7.653.688,336.969,21
5461,Zona Sur,6,6,500,200,2,4,3,Apartamento,ciudad jardín,-7.653.688,336.969,11
5462,Zona Sur,2,6,580,180,2,4,3,Apartamento,ciudad jardín,-7.653.688,336.969,26
5463,Zona Sur,4,5,230,71,1,2,3,Apartamento,el ingenio,-765.369,338.214,17
5464,Zona Sur,NA,6,1280,380,4,6,5,Casa,pance,-7.653.691,333.754,7
