piso,piso,piso,estrato,preciom,areaconst,parquea,banios,habitac,tipo,barrio,longitud,latitud,Id Comentarios
3489,Zona Sur,2,4,430,350,1,4,5,Casa,colseguros,-7.652.673,342.799,18
3490,Zona Sur,5,5,240,68,1,2,3,Apartamento,zona sur,-7.652.673,337.677,18
3491,Zona Norte,3,4,300,287,1,3,4,Apartamento,la campiña,-7.652.673,347.907,15
3492,Zona Norte,2,5,280,105,1,3,3,Apartamento,prados del norte,-7.652.675,346.729,12
3493,Zona Centro,2,3,700,300,6,5,4,Casa,guayaquil,-7.652.678,344.086,9
3494,Zona Centro,NA,3,245,255,1,3,4,Casa,guayaquil,-7.652.679,343.867,29
3495,Zona Norte,3,5,490,118,2,4,4,Casa,acopi,-765.268,337.823,23
3496,Zona Norte,3,3,150,67,1,2,2,Apartamento,la campiña,-7.652.681,348.091,4
3497,Zona Norte,11,5,460,95,2,2,3,Apartamento,norte la flora,-7.652.682,347.316,18
3498,Zona Sur,9,6,285,81,1,2,3,Apartamento,ciudad jardín,-7.652.682,336.385,4
3499,Zona Norte,1,4,650,220,NA,7,7,Casa,san vicente,-7.652.683,346.778,10
3500,Zona Norte,1,6,580,150,2,3,3,Apartamento,chipichape,-7.652.685,347.832,7
3501,Zona Sur,3,6,660,171,2,4,3,Casa,pance,-7.652.686,334.404,1
3502,Zona Sur,3,3,243,160,NA,3,6,Casa,las granjas,-7.652.686,340.933,18
3503,Zona Sur,2,6,780,289,3,5,5,Casa,pance,-765.269,333.924,26
3504,Zona Sur,6,4,152,68.23,1,4,4,Apartamento,colseguros,-7.652.692,343.146,11
3505,Zona Sur,3,3,135,70,1,1,3,Apartamento,las granjas,-7.652.694,340.966,25
3559,Zona Norte,NA,6,310,93,NA,3,3,Apartamento,acopi,-7.652.701,336.394,1
3560,Zona Oeste,NA,5,480,245,NA,4,3,Apartamento,norte,-7.652.702,345.393,13
3561,Zona Sur,5,6,290,83,1,2,3,Apartamento,ciudad jardín,-7.652.703,33.644,5
3562,Zona Sur,11,5,300,94,2,2,3,Apartamento,zona sur,-7.652.707,336.406,22
3563,Zona Norte,4,4,190,104.12,1,3,3,Apartamento,san vicente,-7.652.707,346.279,23
3564,Zona Sur,NA,5,210,66,NA,2,1,Apartamento,el ingenio,-7.652.707,338.268,26
3565,Zona Sur,11,6,315,84,1,2,3,Apartamento,ciudad jardín,-7.652.707,336.417,11
3566,Zona Sur,10,5,360,110,2,3,3,Apartamento,ciudad jardín,-7.652.707,336.406,3
3567,Zona Sur,NA,5,360,106,2,3,4,Apartamento,ciudad jardín,-7.652.707,336.406,32
3568,Zona Sur,9,5,310,90,2,2,3,Apartamento,ciudad jardín,-7.652.707,336.406,2
3569,Zona Norte,3,5,300,77,1,2,2,Apartamento,chipichape,-7.652.707,347.573,16
3570,Zona Norte,4,5,440,116,2,3,3,Apartamento,la flora,-7.652.708,348.931,19
3571,Zona Sur,1,5,288,77.58,1,2,3,Apartamento,ciudad jardín,-7.652.708,336.481,26
3572,Zona Norte,5,5,450,307,4,4,5,Apartamento,versalles,-7.652.708,346.439,25
3573,Zona Norte,2,5,176,140,NA,3,3,Apartamento,san vicente,-7.652.708,346.405,26
3574,Zona Norte,6,6,590,243,2,4,3,Apartamento,menga,-7.652.711,349.099,8
3575,Zona Sur,3,4,350,123,2,3,3,Casa,valle del lili,-7.652.712,336.335,18
3576,Zona Norte,6,4,225,73,1,3,2,Apartamento,versalles,-7.652.712,34.681,7
3577,Zona Sur,2,6,950,256,4,6,4,Casa,ciudad jardín,-7.652.713,335.786,23
3578,Zona Sur,2,5,440,172,2,4,3,Casa,san joaquín,-7.652.714,337.814,17
3579,Zona Norte,1,5,470,152,2,2,3,Apartamento,chipichape,-7.652.714,347.538,12
3580,Zona Centro,1,3,256,138,1,1,3,Casa,junin,-7.652.715,34.313,33
3581,Zona Centro,2,3,390,303,1,4,7,Casa,junin,-7.652.716,34.349,31
3582,Zona Sur,6,5,285,94,1,2,3,Apartamento,ciudad bochalema,-7.652.716,343.135,25
3583,Zona Centro,2,3,250,150,1,2,9,Casa,junin,-7.652.717,343.552,25
3584,Zona Sur,2,5,530,170,2,4,3,Casa,san joaquín,-7.652.718,337.655,31
3585,Zona Sur,9,4,155,62,NA,2,2,Apartamento,valle del lili,-7.652.719,340.896,23
3586,Zona Norte,1,4,330,240,1,2,3,Casa,la merced,-765.272,348.433,24
3587,Zona Sur,2,5,390,282,1,4,5,Casa,la hacienda,-765.272,339.365,5
3588,Zona Norte,1,5,520,370,NA,4,4,Casa,la flora,-765.272,348.433,29
3589,Zona Norte,1,5,520,370,NA,4,4,Casa,la flora,-765.272,348.433,28
3590,Zona Norte,1,5,520,300,NA,4,4,Casa,la flora,-765.272,348.433,29
3591,Zona Norte,1,5,520,300,NA,4,4,Casa,la flora,-765.272,348.433,26
3592,Zona Sur,NA,6,1150,222,2,4,3,Apartamento,pance,-765.272,334.832,27
3593,Zona Sur,1,5,360,110,2,3,4,Apartamento,la hacienda,-7.652.721,339.409,9
3594,Zona Sur,3,6,520,170,2,4,4,Casa,pance,-7.652.721,335.708,32
3595,Zona Oeste,NA,6,1150,194,3,4,3,Apartamento,santa teresita,-7.652.722,346.041,31
3596,Zona Sur,7,6,347,106.31,1,3,3,Apartamento,ciudad jardín,-7.652.722,33.647,18
3597,Zona Sur,NA,3,315,119,NA,5,6,Casa,el guabal,-7.652.724,341.622,3
3598,Zona Sur,9,6,310,93,1,3,3,Apartamento,ciudad jardín,-7.652.724,336.445,24
3599,Zona Sur,11,6,360,92,1,2,3,Apartamento,ciudad jardín,-7.652.724,336.445,7
3600,Zona Sur,2,5,690,240,2,4,4,Casa,el limonar,-7.652.725,344.376,19
3601,Zona Sur,NA,5,580,550,2,4,4,Casa,el ingenio,-7.652.725,338.243,26
3602,Zona Norte,NA,5,1400,480,NA,6,5,Casa,acopi,-7.652.726,336.365,13
3603,Zona Sur,1,6,833,213,2,3,3,Apartamento,ciudad jardin pance,-7.652.726,334.865,14
3604,Zona Norte,6,5,225,78,1,3,3,Apartamento,versalles,-7.652.731,34.627,4
3605,Zona Sur,2,6,960,570,3,6,5,Casa,pance,-7.652.733,334.718,6
3606,Zona Sur,2,6,1250,724,4,6,6,Casa,ciudad jardín,-7.652.733,336.345,3
3607,Zona Sur,3,6,650,226,4,5,5,Casa,ciudad jardín,-7.652.733,334.718,10
3608,Zona Sur,3,6,699,164,4,5,3,Apartamento,ponce,-7.652.733,341.198,14
3609,Zona Sur,1,6,515,164,2,3,3,Apartamento,pance,-7.652.733,335.089,32
3610,Zona Sur,3,4,240,160,1,3,4,Casa,valle del lili,-7.652.734,337.096,20
3611,Zona Sur,2,6,730,335,3,7,5,Casa,pance,-7.652.734,333.632,3
3612,Zona Sur,8,4,158,60,NA,2,3,Apartamento,zona sur,-7.652.734,337.096,27
3613,Zona Sur,9,4,320,100,1,3,4,Apartamento,valle del lili,-7.652.734,337.096,18
3614,Zona Sur,3,4,165,60,NA,2,3,Apartamento,valle del lili,-7.652.734,337.096,30
3615,Zona Sur,2,4,210,76,1,2,2,Apartamento,valle del lili,-7.652.734,337.096,10
3616,Zona Sur,1,5,300,90,NA,3,4,Apartamento,valle del lili,-7.652.734,337.096,25
3617,Zona Sur,NA,6,1250,800,7,6,6,Casa,pance,-7.652.739,334.436,7
3618,Zona Norte,5,5,190,145,NA,3,3,Apartamento,versalles,-765.274,346.356,22
3619,Zona Norte,NA,5,580,380,NA,5,5,Casa,acopi,-7.652.741,338.498,14
3620,Zona Norte,8,4,397,160.48,1,4,4,Apartamento,la campiña,-7.652.741,348.002,19
3621,Zona Sur,5,6,245,50.3,2,1,1,Apartamento,pance,-7.652.742,334.364,6
3622,Zona Sur,3,6,260,55,2,1,1,Apartamento,pance,-7.652.742,334.364,33
3623,Zona Sur,NA,6,350,120,2,2,2,Apartamento,ciudad jardín,-7.652.742,334.364,33
3624,Zona Sur,4,6,340,78,2,2,2,Apartamento,ciudad jardín,-7.652.742,334.363,15
3625,Zona Centro,3,3,310,165,NA,4,6,Casa,guayaquil,-7.652.744,344.125,12
3626,Zona Sur,NA,6,430,112,2,2,3,Apartamento,ciudad jardín,-7.652.744,336.474,2
3627,Zona Sur,8,6,650,185,2,3,3,Apartamento,ciudad jardín,-7.652.745,33.696,24
3628,Zona Sur,NA,3,190,180,NA,2,4,Casa,el guabal,-7.652.748,341.635,24
3629,Zona Centro,1,3,430,223,1,5,7,Casa,junin,-7.652.749,34.345,18
3630,Zona Sur,1,5,380,95,1,3,3,Apartamento,la hacienda,-765.275,33.958,31
3631,Zona Sur,NA,5,280,80,1,2,3,Apartamento,la hacienda,-765.275,339.306,6
3632,Zona Sur,5,5,370,82.45,2,2,3,Apartamento,la hacienda,-765.275,339.579,32
3633,Zona Sur,2,6,530,170,2,4,4,Casa,pance,-7.652.752,335.779,12
3634,Zona Sur,3,3,360,230,1,3,7,Casa,cristobal colón,-7.652.753,342.064,14
3635,Zona Sur,3,6,530,150,2,4,3,Casa,ciudad jardín,-7.652.753,335.735,21
3636,Zona Sur,NA,4,365,144,2,4,4,Casa,el limonar,-7.652.754,340.053,1
3637,Zona Sur,3,6,515,64,2,4,4,Casa,Ciudad Jardín,-7.652.754,335.748,16
3638,Zona Sur,NA,3,230,200,1,3,3,Casa,el guabal,-7.652.755,341.474,11
3639,Zona Norte,3,5,420,125,2,3,3,Apartamento,chipichape,-7.652.756,348.006,19
3640,Zona Sur,NA,6,870,245,1,4,3,Apartamento,zona sur,-7.652.757,335.436,33
3641,Zona Sur,2,6,1100,320,8,6,4,Casa,pance,-7.652.759,334.644,28
3642,Zona Sur,4,4,195,75,1,2,3,Apartamento,el limonar,-7.652.759,340.162,8
3643,Zona Sur,1,6,410,149,2,4,3,Casa,ciudad jardín,-765.276,336.485,3
3644,Zona Sur,2,6,280,95,1,2,3,Apartamento,zona sur,-765.276,336.485,1
3645,Zona Sur,1,6,340,108,1,2,3,Apartamento,ciudad jardín,-765.276,336.485,17
3646,Zona Sur,3,5,220,63,1,2,2,Apartamento,la hacienda,-7.652.763,339.515,34
3647,Zona Norte,1,5,690,496,4,6,7,Casa,versalles,-7.652.767,346.355,21
3648,Zona Sur,2,5,235,70,1,2,3,Apartamento,valle del lili,-7.652.767,337.154,29
3649,Zona Norte,9,6,385,120,2,3,4,Apartamento,chipichape,-7.652.767,347.793,2
3650,Zona Norte,3,4,225,95,1,3,3,Apartamento,la campiña,-7.652.768,348.216,8
3651,Zona Sur,1,3,350,249,1,5,6,Casa,cristobal colón,-7.652.769,342.031,27
3652,Zona Sur,NA,6,1900,850,8,7,6,Casa,pance,-7.652.772,333.984,19
3653,Zona Sur,1,6,1700,380,2,4,4,Casa,pance,-7.652.776,335.065,9
3654,Zona Sur,2,6,580,138,2,4,0,Apartamento,pance,-7.652.778,334.537,26
3655,Zona Sur,7,6,300,92,1,2,3,Apartamento,ciudad jardín,-7.652.779,3364,22
3656,Zona Centro,1,3,250,170,2,2,5,Casa,junin,-7.652.779,343.509,26
3657,Zona Norte,NA,4,450,300,1,4,6,Casa,versalles,-765.278,346.275,24
3658,Zona Sur,4,5,320,100,1,2,3,Apartamento,el ingenio,-765.278,338.077,24
3659,Zona Sur,7,6,395,130,2,3,3,Apartamento,ciudad jardín,-7.652.781,33.656,28
3660,Zona Norte,8,4,750,300,3,5,4,Apartamento,chipichape,-7.652.782,347.595,34
3661,Zona Norte,2,4,300,163,1,3,3,Apartamento,san vicente,-7.652.785,346.701,20
3662,Zona Sur,2,5,350,103,1,2,3,Casa,valle del lili,-7.652.786,337.724,28
3663,Zona Sur,9,5,310,98,1,2,3,Apartamento,valle del lili,-7.652.786,337.724,3
3664,Zona Sur,7,4,183,68,1,2,3,Apartamento,valle del lili,-7.652.786,337.724,9
3665,Zona Sur,2,4,160,60,1,2,3,Apartamento,valle del lili,-7.652.786,337.724,8
3666,Zona Sur,3,5,260,86,1,4,3,Apartamento,el ingenio,-7.652.786,338.576,10
3667,Zona Sur,2,4,245,100,1,3,2,Casa,la selva,-7.652.787,340.856,18
3668,Zona Centro,NA,3,310,203,NA,2,4,Casa,guayaquil,-7.652.788,343.874,14
3669,Zona Sur,4,4,230,82,1,2,3,Apartamento,el caney,-7.652.789,348.383,7
3670,Zona Sur,4,4,230,82,1,2,3,Apartamento,el caney,-7.652.789,348.383,17
3671,Zona Sur,5,4,175,58,1,2,3,Apartamento,primero de mayo,-765.279,340.472,18
3672,Zona Centro,1,3,220,150,1,3,4,Casa,junin,-7.652.791,343.662,17
3673,Zona Sur,1,5,270,66,1,2,3,Apartamento,prados del limonar,-7.652.792,33.894,15
3674,Zona Sur,1,5,260,68,1,2,3,Apartamento,el ingenio,-7.652.792,337.872,24
3675,Zona Norte,4,4,250,118,1,2,3,Apartamento,versalles,-7.652.793,346.699,23
3676,Zona Sur,NA,6,600,150,2,4,3,Apartamento,parcelaciones pance,-7.652.793,335.038,13
3677,Zona Sur,6,6,400,110,2,3,3,Apartamento,ciudad jardín,-7.652.793,336.435,30
3678,Zona Sur,2,6,250,94,3,2,3,Apartamento,ciudad jardín,-7.652.793,336.546,30
3679,Zona Sur,1,6,350,99,1,3,3,Apartamento,la hacienda,-7.652.794,344.351,12
3680,Zona Centro,1,3,235,147,2,4,5,Casa,junin,-7.652.795,343.784,4
3681,Zona Norte,NA,5,500,313,2,4,6,Casa,versalles,-7.652.797,34.626,32
3682,Zona Sur,2,6,680,250,3,6,5,Casa,pance,-7.652.797,34.626,27
3683,Zona Norte,NA,5,220,136,2,3,3,Apartamento,la flora,-7.652.797,347.287,28
3684,Zona Sur,NA,5,600,300,2,5,4,Casa,san joaquín,-7.652.798,337.604,4
3742,Zona Norte,6,4,175,90,NA,1,3,Apartamento,la flora,-7.652.802,347.487,23
3743,Zona Sur,2,6,465,140,2,5,4,Casa,ciudad jardín,-7.652.804,336.505,10
3744,Zona Sur,12,6,385,110,2,3,4,Apartamento,ciudad jardín,-7.652.804,336.505,1
3745,Zona Sur,2,5,450,155,2,4,5,Casa,san joaquín,-7.652.805,33.952,9
3746,Zona Sur,2,6,850,258,3,4,4,Casa,ciudad jardín,-7.652.805,33.542,4
3747,Zona Sur,2,6,850,198,4,4,4,Casa,pance,-765.281,335.184,8
3748,Zona Sur,NA,5,460,140,2,3,4,Casa,la hacienda,-765.281,339.562,7
3749,Zona Sur,2,5,225,63,1,2,3,Apartamento,la hacienda,-765.281,33.936,25
3750,Zona Norte,2,3,140,60,NA,2,2,Apartamento,menga,-7.652.811,348.791,30
3751,Zona Norte,6,5,380,171.1,2,2,3,Apartamento,versalles,-7.652.812,346.362,30
3752,Zona Norte,7,4,250,106,1,2,3,Apartamento,versalles,-7.652.812,346.362,7
3753,Zona Sur,2,4,650,269,2,6,7,Casa,colinas del sur,-7.652.814,338.386,22
3754,Zona Sur,1,3,150,80,NA,2,3,Apartamento,las granjas,-7.652.817,340.847,4
3755,Zona Sur,1,3,155,90,1,2,3,Casa,la selva,-7.652.818,340.819,14
3756,Zona Sur,3,3,360,110,NA,5,7,Casa,la selva,-7.652.818,341.164,4
3757,Zona Sur,2,5,450,190,2,4,3,Casa,ciudad jardín,-7.652.819,336.477,22
3758,Zona Sur,NA,5,155,60,1,2,2,Apartamento,valle del lili,-7.652.821,338.513,27
3759,Zona Sur,2,6,468,186,2,4,5,Casa,ciudad jardín,-7.652.824,342.863,20
3760,Zona Sur,2,6,590,137,2,4,3,Apartamento,pance,-7.652.824,335.241,15
3761,Zona Sur,5,4,130,50,NA,2,2,Apartamento,valle del lili,-7.652.824,337.183,5
3762,Zona Sur,NA,5,400,163,2,3,5,Casa,el ingenio,-7.652.825,33.823,19
3763,Zona Sur,7,5,330,98,1,2,3,Apartamento,la hacienda,-7.652.827,339.553,4
3764,Zona Sur,2,5,450,133,2,4,3,Casa,ciudad jardín,-7.652.827,336.543,31
3765,Zona Sur,3,5,450,133,2,4,3,Casa,ciudad jardín,-7.652.828,336.533,34
3766,Zona Norte,3,5,327,143,2,2,3,Apartamento,versalles,-765.283,346.092,27
3767,Zona Norte,4,5,250,270,1,4,4,Apartamento,versalles,-765.283,346.092,9
3768,Zona Norte,12,5,330,80,1,2,1,Apartamento,versalles,-765.283,346.092,9
3769,Zona Norte,3,5,330,142,2,3,3,Apartamento,versalles,-765.283,346.092,6
3770,Zona Norte,NA,4,190,81,1,2,3,Apartamento,santa monica,-765.283,347.504,33
3771,Zona Sur,3,5,195,100,1,2,3,Apartamento,el ingenio,-7.652.831,338.493,6
3772,Zona Sur,3,4,800,550,3,4,8,Casa,colseguros,-7.652.832,343.105,1
3773,Zona Sur,2,5,430,200,2,4,5,Casa,el ingenio,-7.652.833,338.246,33
3774,Zona Sur,1,4,270,84,1,2,3,Apartamento,prados del limonar,-7.652.833,339.104,33
3775,Zona Sur,2,6,850,250,4,5,5,Casa,ciudad jardín,-7.652.834,335.424,30
3776,Zona Norte,NA,6,1000,270,NA,4,3,Casa,Cali,-7.652.835,335.453,10
3777,Zona Sur,2,5,430,350,4,4,5,Casa,el ingenio,-7.652.836,338.187,27
3778,Zona Norte,NA,5,350,124,2,3,3,Apartamento,menga,-7.652.836,348.292,24
3779,Zona Norte,3,4,350,98,2,3,4,Casa,chipichape,-765.284,348.154,23
3780,Zona Sur,7,5,410,142,2,3,4,Apartamento,ciudad jardín,-765.284,336.572,14
3781,Zona Sur,2,6,500,120,2,3,3,Apartamento,pance,-7.652.842,334.698,21
3782,Zona Sur,2,6,570,134,2,4,4,Apartamento,pance,-7.652.842,334.698,30
3783,Zona Norte,NA,6,400,110,NA,3,3,Apartamento,acopi,-7.652.843,335.073,17
3784,Zona Centro,2,3,357,233,NA,5,5,Casa,junin,-7.652.844,343.426,15
3785,Zona Sur,NA,6,1580,296,4,4,3,Apartamento,pance,-7.652.844,334.712,10
3786,Zona Sur,8,6,850,192,2,5,3,Apartamento,ciudad jardín,-7.652.846,33.654,30
3787,Zona Sur,6,5,240,70,1,2,3,Apartamento,ciudad bochalema,-7.652.846,33.654,8
3788,Zona Centro,2,3,150,96,NA,2,4,Apartamento,junin,-7.652.848,343.508,3
3789,Zona Sur,NA,4,140,64,1,2,3,Apartamento,urbanizacion gratamira,-765.285,340.394,10
3790,Zona Sur,NA,4,175,65,1,2,3,Apartamento,primero de mayo,-765.285,340.395,11
3791,Zona Sur,2,4,178,63,1,2,3,Apartamento,ciudad bochalema,-7.652.851,336.019,3
3792,Zona Centro,3,3,260,200,NA,2,7,Casa,guayaquil,-7.652.853,344.222,26
3793,Zona Norte,NA,6,680,146,NA,5,5,Casa,acopi,-7.652.853,344.222,17
3794,Zona Norte,NA,4,250,98,1,3,3,Apartamento,la campiña,-7.652.854,347.977,10
3795,Zona Sur,2,6,680,260,2,5,5,Casa,ciudadela pasoancho,-7.652.857,338.805,25
3796,Zona Sur,4,5,480,169,2,4,3,Apartamento,el ingenio,-7.652.857,338.805,28
3797,Zona Sur,NA,6,398,106,2,3,3,Apartamento,pance,-7.652.858,335.056,24
3798,Zona Sur,1,5,310,137,2,4,4,Apartamento,el ingenio,-7.652.859,337.421,15
3799,Zona Sur,4,4,750,500,3,10,9,Casa,prados del limonar,-765.286,33.906,14
3800,Zona Norte,11,5,550,660,1,5,0,Apartamento,versalles,-7.652.862,345.962,24
3801,Zona Sur,3,4,380,183,1,3,3,Apartamento,Prados Del Limonar,-7.652.862,339.056,34
3802,Zona Sur,6,6,710,158,2,5,3,Apartamento,pance,-7.652.862,334.982,30
3803,Zona Sur,5,4,140,65,1,2,3,Apartamento,cristobal colón,-7.652.862,342.404,17
3804,Zona Centro,NA,3,300,160,NA,3,5,Casa,junin,-7.652.865,343.591,25
3805,Zona Norte,NA,6,520,140,NA,3,3,Apartamento,acopi,-7.652.867,33.433,32
3806,Zona Sur,1,3,155,54,1,1,2,Apartamento,el dorado,-7.652.869,341.898,17
3807,Zona Norte,2,5,550,300,6,5,4,Casa,el bosque,-765.287,348.438,22
3808,Zona Sur,2,6,660,160,2,4,3,Apartamento,pance,-765.287,334.898,18
3809,Zona Sur,NA,6,980,306,4,4,3,Apartamento,pance,-765.287,333.761,22
3810,Zona Sur,4,6,700,149,2,5,4,Apartamento,pance,-765.287,334.898,6
3811,Zona Centro,4,3,130,109,NA,2,5,Apartamento,guayaquil,-765.287,343.906,23
3812,Zona Norte,2,4,300,136,2,3,3,Apartamento,el bosque,-7.652.872,348.474,23
3813,Zona Sur,2,6,750,200,3,5,4,Apartamento,pance,-7.652.872,334.865,27
3814,Zona Sur,2,6,750,191,3,5,4,Apartamento,pance,-7.652.872,334.865,6
3815,Zona Sur,NA,6,700,158,2,5,4,Apartamento,parcelaciones pance,-7.652.875,33.503,7
3816,Zona Norte,4,5,450,230,2,4,5,Apartamento,El Bosque,-7.652.875,348.459,8
3817,Zona Norte,4,3,175,80,1,2,3,Apartamento,acopi,-7.652.875,342.006,31
3818,Zona Sur,NA,3,299,220,2,4,6,Casa,el guabal,-7.652.876,341.519,18
3819,Zona Sur,2,6,500,145,2,4,4,Apartamento,ciudad jardín,-7.652.879,335.389,21
3820,Zona Sur,4,4,230,70,1,2,3,Apartamento,el limonar,-7.652.879,340.187,17
3821,Zona Norte,7,5,260,110,1,2,3,Apartamento,versalles,-7.652.882,346.064,34
3822,Zona Oeste,9,6,910,307,2,5,4,Apartamento,santa rita,-7.652.882,344.441,21
3823,Zona Sur,1,4,160,60,1,1,3,Apartamento,colseguros,-7.652.883,342.591,17
3824,Zona Sur,1,6,852,244,2,3,3,Apartamento,cañasgordas,-7.652.883,334.879,15
3825,Zona Sur,7,6,700,160,2,5,4,Apartamento,pance,-7.652.887,335.024,34
3826,Zona Sur,3,5,355,85,2,2,4,Apartamento,la hacienda,-7.652.887,339.637,25
3827,Zona Sur,2,6,820,213,2,3,3,Apartamento,pance,-7.652.888,335.064,20
3828,Zona Sur,NA,4,330,132,1,3,3,Casa,el caney,-7.652.892,338.584,2
3829,Zona Sur,NA,4,530,270,1,3,4,Casa,san fernando viejo,-7.652.894,345.434,25
3830,Zona Centro,NA,3,390,412,NA,0,0,Casa,guayaquil,-7.652.894,343.745,29
3831,Zona Sur,1,4,185,68,1,2,3,Apartamento,la selva,-7.652.894,341.054,4
3832,Zona Sur,3,6,600,136,2,4,3,Apartamento,pance,-7.652.895,334.475,32
3833,Zona Sur,6,6,620,136,2,3,4,Apartamento,ciudad jardín,-7.652.895,334.475,11
3834,Zona Sur,1,6,667,160,2,3,3,Apartamento,pance,-7.652.896,334.961,23
3835,Zona Sur,4,5,200,70,1,2,3,Apartamento,la hacienda,-7.652.896,339.545,15
3836,Zona Sur,4,3,275,85,1,2,3,Apartamento,la hacienda,-7.652.896,339.528,31
3837,Zona Sur,3,5,235,78,1,2,3,Apartamento,la hacienda,-7.652.896,339.493,20
3838,Zona Norte,2,5,350,120,2,2,3,Apartamento,chipichape,-7.652.896,347.504,8
3839,Zona Sur,1,5,440,123,2,3,3,Casa,la hacienda,-7.652.897,339.551,29
3840,Zona Sur,NA,5,650,300,3,5,6,Casa,la hacienda,-7.652.897,339.551,7
3841,Zona Sur,2,5,305,86,1,2,3,Apartamento,la hacienda,-7.652.897,339.551,30
3842,Zona Sur,1,5,235,61,1,2,3,Apartamento,la hacienda,-7.652.897,339.551,15
3843,Zona Sur,NA,5,350,99,1,3,3,Apartamento,la hacienda,-7.652.897,339.551,12
3844,Zona Sur,1,5,330,110,1,2,3,Apartamento,la hacienda,-7.652.897,339.551,28
3845,Zona Sur,7,4,245,70,1,2,2,Apartamento,la hacienda,-7.652.897,339.551,7
3846,Zona Sur,8,5,350,110,2,3,3,Apartamento,la hacienda,-7.652.897,339.551,6
3847,Zona Sur,5,4,280,100,2,2,3,Apartamento,la hacienda,-7.652.897,339.551,20
3848,Zona Sur,12,6,760,200,2,3,3,Apartamento,ciudad jardín,-7.652.897,336.403,17
3849,Zona Sur,NA,4,160,62,1,2,3,Casa,el limonar,-7.652.898,340.504,32
3850,Zona Sur,NA,6,430,108,2,3,2,Apartamento,pance,-7.652.898,334.422,17
3987,Zona Sur,2,6,550,500,2,4,3,Casa,el ingenio,-7.652.901,338.595,15
3988,Zona Sur,12,4,230,78,1,2,3,Apartamento,colseguros,-7.652.901,342.694,14
3989,Zona Sur,5,4,130,60,1,1,3,Apartamento,colseguros,-7.652.901,342.694,21
3990,Zona Sur,3,3,128,58,NA,1,3,Apartamento,el limonar,-7.652.902,339.942,10
3991,Zona Norte,10,5,360,120,2,2,3,Apartamento,chipichape,-7.652.902,347.515,11
3992,Zona Norte,7,5,720,142,2,4,4,Apartamento,chipichape,-7.652.902,347.515,29
3993,Zona Norte,NA,6,290,48,NA,1,1,Apartamento,chipichape,-7.652.902,347.515,30
3994,Zona Norte,8,5,390,120,2,3,3,Apartamento,chipichape,-7.652.902,347.515,8
3995,Zona Norte,2,4,300,136,2,2,3,Apartamento,el bosque,-7.652.902,348.509,2
3996,Zona Norte,12,5,680,200,2,2,3,Apartamento,chipichape,-7.652.903,347.645,21
3997,Zona Sur,12,4,240,73,1,2,0,Apartamento,colseguros,-7.652.904,342.745,5
3998,Zona Sur,NA,4,130,56,NA,2,3,Casa,colseguros,-7.652.905,342.663,26
3999,Zona Sur,2,5,450,252,2,2,7,Casa,el cedro,-7.652.905,344.386,3
4000,Zona Sur,NA,4,250,85,1,2,3,Apartamento,la hacienda,-7.652.905,339.588,4
4001,Zona Sur,2,4,138,64,NA,2,3,Apartamento,colseguros,-7.652.905,342.698,31
4002,Zona Norte,4,5,230,95,1,3,4,Apartamento,chipichape,-7.652.905,347.521,11
4003,Zona Norte,NA,6,750,445,NA,6,7,Casa,acopi,-7.652.905,338.572,13
4004,Zona Sur,3,4,132,54,1,1,2,Apartamento,zona sur,-7.652.905,342.663,11
4005,Zona Sur,5,3,110,63,NA,1,3,Apartamento,bosques del limonar,-7.652.907,339.892,32
4006,Zona Sur,1,6,1200,400,8,4,4,Casa,pance,-7.652.908,33.484,24
4007,Zona Norte,2,5,700,496,2,5,6,Casa,versalles,-7.652.909,346.341,21
4008,Zona Sur,7,6,410,142,2,3,4,Apartamento,urbanización río lili,-7.652.909,336.512,27
4009,Zona Sur,NA,5,265,62,1,2,3,Apartamento,la hacienda,-765.291,339.529,34
4010,Zona Norte,NA,6,450,118,NA,3,3,Apartamento,acopi,-765.291,334.525,4
4011,Zona Sur,10,5,387,145,3,4,3,Apartamento,la hacienda,-7.652.911,344.399,21
4012,Zona Sur,3,3,120,70,1,1,3,Apartamento,la selva,-7.652.911,341.149,9
4013,Zona Sur,NA,6,740,510,2,5,5,Casa,ciudad jardín,-7.652.912,336.523,23
4014,Zona Centro,NA,3,360,230,NA,5,8,Casa,junin,-7.652.913,343.597,22
4015,Zona Norte,9,6,520,110,2,3,3,Apartamento,chipichape,-7.652.913,347.891,26
4016,Zona Sur,2,6,550,287,2,6,4,Casa,urbanización río lili,-7.652.914,33.659,12
4017,Zona Sur,2,4,550,420,1,5,5,Casa,el limonar,-7.652.914,339.926,33
4018,Zona Sur,2,5,450,175,1,4,4,Casa,el ingenio,-7.652.917,338.074,6
4019,Zona Sur,10,4,330,107,NA,3,3,Apartamento,la hacienda,-7.652.917,338.074,3
4020,Zona Sur,1,5,550,180,2,3,3,Apartamento,ciudad jardín,-7.652.918,334.466,5
4021,Zona Sur,1,6,550,118,2,3,3,Apartamento,pance,-7.652.921,334.434,14
4022,Zona Sur,4,5,320,163,2,4,4,Apartamento,el ingenio,-7.652.921,338.535,25
4023,Zona Sur,NA,5,265,62,1,2,3,Apartamento,la hacienda,-7.652.921,339.525,18
4024,Zona Sur,NA,6,435,130,2,4,3,Apartamento,parcelaciones pance,-7.652.921,333.858,23
